,CID,Activity_Outcome,Activity_Score,Ratio_Potency_(uM),MW,Polar_Area,Complexity,Heavy_Count,HBondDonor,HBondAcc,RotBonds,IsoSMILES
6083,34766,Inactive,0,100.0,225.31,63.6,199.0,15,1,3,5,CCSCC1=CC=CC=C1OC(=O)NC
6084,18055,Inactive,0,100.0,161.27,45.6,102.0,10,0,2,4,CCN(CC)C(=O)SCC
6085,37125,Inactive,0,100.0,322.5,101.0,268.0,18,0,5,8,CCCSP(=S)(OCC)OC1=CC=C(C=C1)SC
6086,26033,Inactive,0,100.0,373.37,116.0,473.0,24,0,8,9,CCOC(=O)C1=CN2C(=CC(=N2)OP(=S)(OCC)OCC)N=C1C
6087,15629,Inactive,0,100.0,214.65,41.6,193.0,14,1,2,2,CN(C(=O)NC1=CC=C(C=C1)Cl)OC
6088,17517,Inactive,0,100.0,193.24,38.3,192.0,14,1,2,3,CC(C)C1=CC=CC=C1OC(=O)NC
6089,99597,Inactive,0,100.0,158.19,43.4,165.0,11,0,3,4,CC(C)(C)C(=O)CC(=O)OC
6090,803,Inactive,0,100.0,203.19,70.2,277.0,15,2,3,3,C1=CC=C2C(=C1)C(=CN2)CC(=O)C(=O)O
6091,24290,Inactive,0,100.0,177.3,0.0,2.8,3,0,0,0,Cl[Pd]Cl
6092,31398,Inactive,0,100.0,133.53,37.4,129.0,8,0,2,0,C1CC(=O)N(C1=O)Cl
6093,22344,Inactive,0,100.0,221.9,28.2,96.7,9,0,1,0,C1(=C(SC(=C1Cl)Cl)Cl)Cl
6094,12521030,Inactive,0,100.0,224.04,136.0,211.0,12,6,8,2,CC(O)(P(=O)(O)O)P(=O)(O)O.O
6095,18048,Inactive,0,100.0,178.27,20.2,151.0,13,1,1,2,CC(C)C1=CC(=C(C=C1)O)C(C)C
6096,61329,Inactive,0,100.0,177.29,3.2,126.0,13,0,1,3,CC(C)N(C1=CC=CC=C1)C(C)C
6097,6515,Inactive,0,100.0,192.33,27.7,91.5,12,0,3,7,CCO[Si](CC)(OCC)OCC
6098,442343,Inactive,0,100.0,222.37,20.2,284.0,16,1,1,4,CC1=CC[C@H](CC1)[C@](C)(CCC=C(C)C)O
6099,11357,Inactive,0,100.0,121.18,26.0,80.6,9,1,1,1,CCC1=CC=CC=C1N
6100,62592,Inactive,0,100.0,186.29,26.3,121.0,13,0,2,9,CCCCCCCOC(=O)CCC
6101,10364,Inactive,0,100.0,150.22,20.2,120.0,11,1,1,1,CC1=C(C=C(C=C1)C(C)C)O
6102,5238,Inactive,0,100.0,149.894,0.0,2.0,2,0,1,0,[Na+].[I-]
6103,3720192,Inactive,0,100.0,194.19,65.6,211.0,12,0,3,1,CC1=CC=C(C=C1)S(=O)(=O)[O-].[Na+]
6104,14205677,Inactive,0,100.0,222.28,46.5,203.0,16,1,3,7,CCCCCCOC1=CC=CC=C1C(=O)O
6105,8888,Inactive,0,100.0,222.37,20.2,269.0,16,1,1,7,CC(=CCCC(=CCCC(C)(C=C)O)C)C
6106,66755,Inactive,0,100.0,138.16,29.5,93.3,10,1,2,2,CCOC1=CC=CC=C1O
6107,637520,Inactive,0,100.0,162.18,26.3,167.0,12,0,2,3,COC(=O)/C=C/C1=CC=CC=C1
6108,8163,Inactive,0,100.0,170.29,17.1,108.0,12,0,1,8,CCCCCCCCCC(=O)C
6109,11722,Inactive,0,100.0,75.07,52.3,42.9,5,1,2,1,COC(=O)N
6110,16306,Inactive,0,100.0,202.25,52.6,157.0,14,0,4,9,CCCCOC(=O)C(=O)OCCCC
6111,2723631,Inactive,0,100.0,104.18,56.2,46.8,6,2,1,0,CNC(=S)NC
6112,62347,Inactive,0,100.0,142.12,82.3,165.0,10,4,2,0,C12C(NC(=O)N1)NC(=O)N2
6113,75982,Inactive,0,100.0,104.15,61.3,28.9,7,2,3,4,C(COCCN)N
6114,22833395,Inactive,0,100.0,198.3,26.3,197.0,14,0,2,7,CCC(C)(CCC(C)C)C(=O)OC=C
6115,87391,Inactive,0,100.0,220.38,27.7,122.0,14,0,3,8,CCO[Si](CC(C)C)(OCC)OCC
6116,94932,Inactive,0,100.0,240.38,40.5,209.0,17,2,2,2,CC(C)(C1CCC(CC1)O)C2CCC(CC2)O
6117,78860,Inactive,0,100.0,146.18,38.7,97.0,10,1,3,2,CCC1(COCOC1)CO
6118,111032,Inactive,0,100.0,210.31,26.3,266.0,15,0,2,3,CC1CC(CC(C1)(C)C)OC(=O)C(=C)C
6119,66609,Inactive,0,100.0,263.4,23.5,261.0,19,1,2,4,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)CN(C)C
6120,11284883,Inactive,0,100.0,612.38,263.0,206.0,33,9,16,0,CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.O.O.[Cr].[Cr].[Cr]
6121,27979,Inactive,0,100.0,157.21,38.3,132.0,11,1,2,5,CC(C)COCNC(=O)C=C
6122,62334,Inactive,0,100.0,198.3,26.3,203.0,14,0,2,3,CC(=O)OC1CCCCC1C(C)(C)C
6123,17701,Active,49,7.76062,285.8,0.0,51.3,8,0,0,3,CC[Sn](CC)(CC)Br
6124,96170,Inactive,0,100.0,120.1,58.9,64.4,8,2,4,0,C1COC(C(O1)O)O
6125,81629,Inactive,0,100.0,200.32,58.5,116.0,14,2,4,6,C1CN(CCN1CCCN)CCCN
6126,29858,Inactive,0,100.0,169.56,38.3,185.0,11,1,2,0,C1=CC2=C(C=C1Cl)OC(=O)N2
6127,1711973,Inactive,0,100.0,310.5,35.5,378.0,22,0,3,11,C[C@@H](CCCC(C)(C)OC)C/C=C/C(=C/C(=O)OC(C)C)/C
6128,13134,Inactive,0,100.0,126.05,55.8,81.7,7,1,4,2,COP(=O)(O)OC
6129,12336279,Inactive,0,100.0,233.13,15.6,180.0,14,1,1,2,CC1=C(C=CC(=C1)Cl)N=CN(C)C.Cl
6130,60196419,Inactive,0,100.0,359.3,176.0,567.0,22,4,9,2,C1=C2C=C(C=C(C2=C(C=C1S(=O)(=O)[O-])N)O)S(=O)(=O)O.O.[Na+]
6131,93079,Inactive,0,100.0,192.26,72.3,284.0,14,0,4,4,CCC(C)(C#N)N=NC(C)(CC)C#N
6132,8228,Inactive,0,100.0,316.9,6.5,291.0,22,1,2,4,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31.Cl
6133,33443,Inactive,0,100.0,225.29,72.0,192.0,16,2,6,6,CCC(C)NC1=NC(=NC(=N1)NCC)OC
6134,16212360,Inactive,0,100.0,100.02,40.1,46.8,6,0,3,1,C(C(=O)[O-])F.[Na+]
6135,17531,Inactive,0,100.0,345.4,121.0,440.0,21,0,7,7,CCOP(=S)(OCC)SCN1C(=O)C2=CC=CC=C2N=N1
6136,1488,Inactive,0,100.0,235.06,35.5,199.0,14,0,3,4,COC(=O)COC1=C(C=C(C=C1)Cl)Cl
6137,16247,Inactive,0,100.0,208.26,41.6,219.0,15,1,3,3,CC1=C(C=CC(=C1)OC(=O)NC)N(C)C
6138,17516,Inactive,0,100.0,207.27,38.3,216.0,15,1,2,3,CC1=CC(=CC(=C1)OC(=O)NC)C(C)C
6139,16116,Inactive,0,100.0,232.32,41.1,249.0,17,2,1,2,CC1CCCCC1NC(=O)NC2=CC=CC=C2
6140,267210,Inactive,0,100.0,240.25,46.5,317.0,18,1,3,2,COC(=O)C1(C2=CC=CC=C2C3=CC=CC=C31)O
6141,60196420,Inactive,0,100.0,364.9,0.0,481.0,18,0,0,0,C1[C@@H]2C=C[C@@H]1[C@H]3[C@@H]2[C@]4(C(=C([C@@]3(C4(Cl)Cl)Cl)Cl)Cl)Cl
6142,1474,Inactive,0,100.0,156.18,25.8,120.0,12,0,2,1,C1=CC=NC(=C1)C2=CC=CC=N2
6143,92874,Inactive,0,100.0,150.22,17.1,248.0,11,0,1,0,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C
6144,6730,Inactive,0,100.0,281.1,37.3,258.0,18,1,2,3,C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(=O)O)Cl
6145,4292413,Inactive,0,100.0,271.44,40.1,221.0,19,0,2,12,CCCCCCCCCCCC[N+](C)(C)CC(=O)[O-]
6146,13617,Inactive,0,100.0,140.18,34.1,167.0,10,0,2,0,CC1(C(=O)C(C1=O)(C)C)C
6147,6024631,Inactive,0,100.0,720.0,103.0,956.0,32,1,5,3,CC1=C(C(=C(C=C1/C(=C\\2/C=C(C(=O)C(=C2C)Br)Br)/C3=CC=CC=C3S(=O)(=O)[O-])Br)O)Br.[Na+]
6148,73917,Inactive,0,100.0,146.14,63.6,130.0,10,1,4,5,COC(=O)CCCC(=O)O
6149,23672589,Inactive,0,100.0,635.89,98.3,396.0,21,2,4,3,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)NC(=O)C)I.[Na+]
6150,92363,Inactive,0,100.0,149.19,29.1,136.0,11,1,1,1,CC1=CC(=C(C=C1)NC=O)C
6151,97780,Inactive,0,100.0,243.1,26.3,164.0,13,0,2,4,CCOC(=O)C(C1=CC=CC=C1)Br
6152,69627,Inactive,0,100.0,264.43,36.9,129.0,17,0,4,12,CCCO[Si](OCCC)(OCCC)OCCC
6153,31957,Inactive,0,100.0,333.39,88.8,335.0,21,0,7,9,CCN(CC)C1=NC(=CC(=N1)OP(=S)(OCC)OCC)C
6154,91734,Inactive,0,100.0,381.1,58.2,478.0,24,2,6,2,C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C(=C2F)Cl)F)Cl)F
6155,6145,Inactive,0,100.0,136.15,55.1,119.0,10,2,1,1,C1=CC=C(C=C1)NC(=O)N
6156,6694,Inactive,0,100.0,479.0,52.8,811.0,34,1,5,7,CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(=[N+](CC)CC)C=C3O2)C4=CC=CC=C4C(=O)O.[Cl-]
6157,73854,Inactive,0,100.0,256.339,47.9,202.0,18,1,4,13,C=CCOCC(CO)(COCC=C)COCC=C
6158,66571,Inactive,0,100.0,296.32,76.8,330.0,21,0,6,5,CCOC1=CC(=C(C=C1N2CCOCC2)OCC)[N+](=O)[O-]
6159,176,Inactive,0,100.0,60.05,37.3,31.0,4,1,2,0,CC(=O)O
6160,13150,Inactive,0,100.0,130.139,54.4,141.0,9,1,3,2,CC(C)(C)C(=O)C(=O)O
6161,18980,Active,47,19.4938,145.16,62.2,219.0,11,2,1,0,C1=CC=C2C(=C1)C(=NC2=N)N
6162,6624,Inactive,0,100.0,267.1,20.2,219.0,17,1,1,2,CC(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
6163,21648,Inactive,0,100.0,164.2,37.3,146.0,12,1,2,3,CC(=O)CCC1=CC=C(C=C1)O
6164,72700,Inactive,0,100.0,194.19,110.0,209.0,14,4,4,2,C1=CC(=CC(=C1)C(=O)NN)C(=O)NN
6165,69985,Inactive,0,100.0,161.09,68.9,131.0,11,0,3,0,C1=CC=C(C(=C1)[N+](=O)[O-])[O-].[Na+]
6166,70355,Inactive,0,100.0,204.26,37.3,223.0,15,1,2,2,C1CCC(CC1)(C(=O)C2=CC=CC=C2)O
6167,67277,Inactive,0,100.0,308.29,95.2,450.0,23,2,4,2,C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC(=CC=C3)[N+](=O)[O-])O
6168,81278,Inactive,0,100.0,167.25,20.3,173.0,12,0,1,1,C1CCC(CC1)N2CCCC2=O
6169,93012,Inactive,0,100.0,154.25,20.2,131.0,11,1,1,5,CCCCC(CC)C(C#C)O
6170,62428,Inactive,0,100.0,214.26,26.3,237.0,16,0,2,4,CCOC(=O)CC1=CC=CC2=CC=CC=C21
6171,5354266,Inactive,0,100.0,196.2,52.6,227.0,14,0,4,8,C=CCOC(=O)/C=C\\C(=O)OCC=C
6172,107282,Inactive,0,100.0,116.11,35.5,99.8,8,0,3,1,CCC1COC(=O)O1
6173,90255,Inactive,0,100.0,252.3,66.4,133.0,17,1,6,14,COCCOCCOCCOCCOCCO
6174,21202,Inactive,0,100.0,262.35,58.9,332.0,19,0,4,4,C1CC(CCC1CC2CCC(CC2)N=C=O)N=C=O
6175,76921,Inactive,0,100.0,168.19,66.0,164.0,12,0,4,7,C(COCCOCCC#N)C#N
6176,23661981,Inactive,0,100.0,310.26,99.7,538.0,21,0,5,1,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)[O-].[Na+]
6177,94310,Inactive,0,100.0,234.33,26.3,207.0,17,0,2,8,CCCCC(CC)COC(=O)C1=CC=CC=C1
6178,12163,Inactive,0,100.0,137.56,23.8,127.0,9,0,1,0,C1=CC(=CC=C1C#N)Cl
6179,79688,Inactive,0,100.0,204.65,20.2,177.0,14,1,1,1,C1=CC=C(C=C1)C2=C(C=C(C=C2)O)Cl
6180,17880,Inactive,0,100.0,680.7,199.0,1070.0,46,0,12,10,CCOC1=CC=C(C=C1)N=NC2=CC(=C(C=C2)C=CC3=C(C=C(C=C3)N=NC4=CC=C(C=C4)OCC)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
6181,81239,Inactive,0,100.0,166.22,18.5,92.4,12,0,2,4,COCC1=CC=C(C=C1)COC
6182,21576,Inactive,0,100.0,207.23,55.4,232.0,15,1,3,4,CC(=O)CC(=O)NC1=CC=C(C=C1)OC
6183,84733,Inactive,0,100.0,182.3,20.5,53.7,10,2,4,7,C(COCCS)OCCS
6184,6504,Inactive,0,100.0,318.32,105.0,395.0,22,0,8,13,CCOC(=O)CC(CC(=O)OCC)(C(=O)OCC)OC(=O)C
6185,40273,Inactive,0,100.0,200.66,18.5,141.0,13,0,2,4,CCOC1=CC(=C(C=C1)OCC)Cl
6186,70262,Inactive,0,100.0,110.16,28.7,72.9,8,1,1,1,CCC1=NC=C(N1)C
6187,23662274,Inactive,0,100.0,110.04,57.2,88.2,7,0,3,1,CC(=O)C(=O)[O-].[Na+]
6188,23695324,Inactive,0,100.0,306.23,136.0,532.0,20,1,7,3,C1C(=NN(C1=O)C2=CC=C(C=C2)S(=O)(=O)O)C(=O)[O-].[Na+]
6189,6785,Inactive,0,100.0,280.27,78.9,352.0,20,0,6,9,CCOC(=O)COC(=O)C1=CC=CC=C1C(=O)OCC
6190,85821,Inactive,0,100.0,296.4,24.1,265.0,22,2,2,9,CCCCCCC(C)NC1=CC=C(C=C1)NC2=CC=CC=C2
6191,5354456,Inactive,0,100.0,130.1,63.6,147.0,9,1,4,3,COC(=O)/C=C\\C(=O)O
6192,8995,Inactive,0,100.0,174.24,27.0,174.0,13,0,2,4,CCN(CCC#N)C1=CC=CC=C1
6193,5727,Inactive,0,100.0,136.3,0.0,2.8,3,0,0,0,Cl[Zn]Cl
6194,9274,Inactive,0,100.0,186.2,51.6,107.0,9,1,4,4,CCOP(=S)(OCC)S
6195,69990,Inactive,0,100.0,194.98,17.1,148.0,10,0,1,1,C1=CC=C(C=C1)P(=O)(Cl)Cl
6196,1549133,Inactive,0,100.0,353.4,75.6,484.0,26,2,4,7,CC(C)C[C@@H](C(=O)O)NC(=O)OCC1C2=CC=CC=C2C3=CC=CC=C13
6197,13654,Inactive,0,100.0,164.2,26.3,146.0,12,0,2,3,CC(C)OC(=O)C1=CC=CC=C1
6198,5281515,Inactive,0,100.0,204.35,0.0,293.0,15,0,0,0,C/C/1=C\\CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C
6199,14465,Inactive,0,100.0,172.27,23.6,115.0,12,0,1,4,CCN(CC)C(=O)N(CC)CC
6200,12377,Inactive,0,100.0,150.3,50.6,31.5,8,0,2,5,CCCSSCCC
6201,81346,Inactive,0,100.0,388.1,52.6,357.0,22,0,4,8,CCCOC(=O)C1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)C(=O)OCCC
6202,3714831,Inactive,0,100.0,189.2,42.1,134.0,11,0,3,0,C1=CC=C2C(=C1)N=C(S2)[S-].[Na+]
6203,6328250,Inactive,0,100.0,215.16,26.3,266.0,15,0,2,0,C1=CC=C2C(=C1)C3=CC=CC=C3[P+](=O)O2
6204,74745,Inactive,0,100.0,266.26,0.0,80.2,14,0,1,8,CCC[N+](CCC)(CCC)CCC.[Br-]
6205,7116,Inactive,0,100.0,223.25,88.8,322.0,15,2,4,1,C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C=C1N
6206,71577,Inactive,0,100.0,282.2,131.0,318.0,16,0,6,0,C1=CC(=CC(=C1)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
6207,79050,Inactive,0,100.0,302.4,66.8,231.0,21,2,4,16,CCCCCCCCCCCCCC(=O)OCC(CO)O
6208,24210,Inactive,0,100.0,195.34,3.2,137.0,14,0,1,2,CN(C1CCCCC1)C2CCCCC2
6209,20239,Inactive,0,100.0,220.31,79.7,103.0,15,2,5,12,C(CN)COCCOCCOCCCN
6210,21088,Inactive,0,100.0,162.23,69.7,74.8,11,3,4,7,C(CN)CN(CCO)CCO
6211,3086157,Inactive,0,100.0,190.28,35.9,110.0,13,1,4,8,CN(C)CCOCCN(C)CCO
6212,11799,Inactive,0,100.0,250.29,52.6,266.0,18,0,4,6,CC(C)OC(=O)C1=CC=CC=C1C(=O)OC(C)C
6213,82056,Inactive,0,100.0,488.7,109.0,436.0,29,4,12,20,C(CS)C(=O)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS
6214,8830,Inactive,0,100.0,230.3,52.6,179.0,16,0,4,11,CCCCOC(=O)CCC(=O)OCCCC
6215,20691,Inactive,0,100.0,284.5,23.6,193.0,20,0,1,12,CCCCN(CCCC)C(=O)N(CCCC)CCCC
6216,23435,Inactive,0,100.0,117.19,23.5,68.9,8,1,2,2,CC(C)(CO)N(C)C
6217,20169,Inactive,0,100.0,312.4,52.6,354.0,23,0,4,8,CC(C)(COC(=O)C1=CC=CC=C1)COC(=O)C2=CC=CC=C2
6218,70248,Inactive,0,100.0,148.2,70.5,53.7,10,2,4,7,C(COCCOCCN)N
6219,77680,Inactive,0,100.0,172.31,24.1,101.0,12,2,2,5,CC(C)(C)NCCNC(C)(C)C
6220,69685,Inactive,0,100.0,154.23,45.5,79.3,10,1,2,3,C1=CC=C(C=C1)SCCO
6221,534543,Inactive,0,100.0,210.27,43.4,256.0,15,0,3,6,CCCCCC=CCC1CC(=O)OC1=O
6222,23661867,Inactive,0,100.0,230.22,65.6,296.0,15,0,3,1,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)[O-].[Na+]
6223,8416,Inactive,0,100.0,181.23,43.7,118.0,13,2,3,5,C1=CC=C(C=C1)N(CCO)CCO
6224,19522,Inactive,0,100.0,509.4,205.0,863.0,33,2,10,3,CC(=O)NC1=C2C(=CC(=C1)S(=O)(=O)[O-])C=C(C(=C2O)N=NC3=CC=CC=C3)S(=O)(=O)[O-].[Na+].[Na+]
6225,75706,Inactive,0,100.0,344.66,36.9,341.0,20,0,4,4,C[Si]1(O[Si](O[Si](O[Si](O1)(C)C=C)(C)C=C)(C)C=C)C=C
6226,118193,Inactive,0,100.0,128.21,20.2,72.6,9,1,1,1,CC1CCC(CC1)CO
6227,80434,Inactive,0,100.0,215.25,87.3,216.0,16,3,4,2,C1=CC(=CC=C1N)OC2=CC(=C(C=C2)N)N
6228,66308,Inactive,0,100.0,150.13,98.0,104.0,10,4,5,4,C([C@H]([C@H]([C@@H](C=O)O)O)O)O
6229,79633,Inactive,0,100.0,254.3,42.4,325.0,18,0,2,1,CC(C)C1=CC2=C(C=C1)SC3=CC=CC=C3C2=O
6230,17462,Inactive,0,100.0,675.6,230.0,1220.0,46,2,12,6,C1=CC=C(C=C1)C(=O)NC2=CC3=CC(=C(C(=C3C=C2)O)N=NC4=CC=C(C=C4)N=NC5=CC=C(C=C5)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
6231,94684,Inactive,0,100.0,238.75,12.5,238.0,16,0,1,4,CC(C)(C)C1(CO1)CCC2=CC=C(C=C2)Cl
6232,70213,Inactive,0,100.0,202.25,52.6,174.0,14,0,4,7,CC(C)OC(=O)CCC(=O)OC(C)C
6233,61585,Inactive,0,100.0,244.37,17.1,334.0,18,0,1,2,CC(=O)C1=C2CCC(C2=CC(=C1)C(C)(C)C)(C)C
6234,104143,Inactive,0,100.0,308.35,99.0,417.0,21,2,6,5,COC1=CC(=C(C=C1N)OC)S(=O)(=O)NC2=CC=CC=C2
6235,32897,Inactive,0,100.0,151.21,23.5,114.0,11,1,2,2,CN(C)CC1=CC=CC=C1O
6236,16204922,Inactive,0,100.0,330.3,66.4,508.0,24,0,4,4,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+]
6237,85862,Inactive,0,100.0,116.2,52.0,45.8,8,2,2,4,CC(CCCN)CN
6238,16143,Inactive,0,100.0,192.3,20.2,125.0,14,1,1,6,CCCCCCCC1=CC=C(C=C1)O
6239,7212,Inactive,0,100.0,195.5,0.0,105.0,10,0,0,1,C1=CC(=C(C=C1Cl)Cl)CCl
6240,3033871,Inactive,0,100.0,197.32,20.3,168.0,14,0,1,7,CCCCCCCCN1CCCC1=O
6241,61053,Inactive,0,100.0,221.25,55.4,245.0,16,1,3,5,CCOC1=CC=C(C=C1)NC(=O)CC(=O)C
6242,20179,Inactive,0,100.0,266.6,36.4,222.0,15,3,1,2,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl
6243,51369,Inactive,0,100.0,325.4,46.6,421.0,24,0,3,6,CC1=C(C(=CC=C1)C)N(C(C)C(=O)OC)C(=O)CC2=CC=CC=C2
6244,12059,Inactive,0,100.0,136.19,20.2,98.9,10,1,1,1,CC(C)C1=CC(=CC=C1)O
6245,16002,Inactive,0,100.0,321.2,44.8,276.0,20,0,4,10,CCCCOCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
6246,27689,Inactive,0,100.0,236.27,67.4,263.0,17,2,3,5,CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1
6247,40520,Inactive,0,100.0,363.8,46.6,468.0,25,0,4,6,CC(C)OC(=O)C(C)N(C1=CC(=C(C=C1)F)Cl)C(=O)C2=CC=CC=C2
6248,17435,Inactive,0,100.0,320.4,102.0,324.0,19,0,6,8,CCOC(=O)C(C1=CC=CC=C1)SP(=S)(OC)OC
6249,19402,Inactive,0,100.0,374.8,51.2,562.0,27,0,3,4,C1=CC=C(C=C1)C(C2=CC=C(C=C2)Cl)C(=O)C3C(=O)C4=CC=CC=C4C3=O
6250,33500,Inactive,0,100.0,347.29,94.9,449.0,24,0,8,5,CCCN(CC1CC1)C2=C(C=C(C=C2[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
6251,91673,Inactive,0,100.0,328.2,49.2,363.0,21,0,4,4,CCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl
6252,93365,Inactive,0,100.0,303.5,12.5,317.0,22,0,2,5,C[C@@H]1CN(C[C@@H](O1)C)CC(C)CC2=CC=C(C=C2)C(C)(C)C
6253,37995,Inactive,0,100.0,292.29,94.8,287.0,18,0,7,7,CCC1=NC(=CC(=N1)OP(=S)(OC)OC)OCC
6254,10107,Inactive,0,100.0,359.6,44.8,368.0,20,0,4,7,CCOP(=O)(OCC)OC(=CCl)C1=C(C=C(C=C1)Cl)Cl
6255,19756,Inactive,0,100.0,184.19,41.8,210.0,14,1,2,1,C1=CC=C2C(=C1)NC(=N2)C3=CC=CO3
6256,28213,Inactive,0,100.0,262.3,103.0,286.0,14,0,6,7,CCS(=O)(=O)CCSP(=O)(OC)OC
6257,22544,Inactive,0,100.0,196.67,15.6,180.0,13,0,1,2,CC1=C(C=CC(=C1)Cl)N=CN(C)C
6258,11140605,Inactive,0,100.0,283.79,29.5,285.0,19,0,2,6,CCC1=CC=CC(=C1N([C@@H](C)COC)C(=O)CCl)C
6259,32184,Inactive,0,100.0,313.31,90.5,332.0,20,0,6,7,CCOP(=S)(OCC)OC1=NN(C=N1)C2=CC=CC=C2
6260,9570290,Inactive,0,100.0,298.3,95.9,389.0,19,0,6,7,CCOP(=S)(OCC)O/N=C(\\C#N)/C1=CC=CC=C1
6261,12309460,Inactive,0,100.0,406.9,54.7,470.0,19,0,4,0,C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl
6262,75345,Inactive,0,100.0,195.64,59.4,145.0,12,2,4,6,CCOC(=N)CC(=O)OCC.Cl
6263,76716,Inactive,0,100.0,350.4,40.5,455.0,27,2,2,2,C1=CC=C2C(=C1)C3=CC=CC=C3C2(C4=CC=C(C=C4)O)C5=CC=C(C=C5)O
6264,66491,Inactive,0,100.0,197.19,46.2,285.0,15,1,2,0,C1=CC2=C3C(=C1)C(=O)NC(=O)C3=CC=C2
6265,1807,Inactive,0,100.0,212.0,64.3,139.0,10,0,4,0,C1C(COCO1)([N+](=O)[O-])Br
6266,62445,Inactive,0,100.0,172.26,26.3,130.0,12,0,2,6,CCC(C)COC(=O)CC(C)C
6267,24750,Inactive,0,100.0,230.39,29.5,115.0,16,1,2,13,CCCCCCCCCCCCOCCO
6268,66793,Inactive,0,100.0,168.15,81.1,169.0,12,1,4,1,COC1=CC(=C(C=C1)N)[N+](=O)[O-]
6269,1533,Inactive,0,100.0,108.14,38.9,72.9,8,1,2,0,CC1=CC(=NC=C1)N
6270,637759,Inactive,0,100.0,146.19,17.1,152.0,11,0,1,2,CC(=O)/C=C/C1=CC=CC=C1
6271,21220,Inactive,0,100.0,198.15,137.0,283.0,12,3,7,4,C(C(C(=O)O)S(=O)(=O)O)C(=O)O
6272,13831,Inactive,0,100.0,202.32,0.0,72.1,13,0,0,9,CCCCP(CCCC)CCCC
6273,8673,Inactive,0,100.0,348.3,151.0,501.0,21,1,7,0,C1=CC(=CC2=CC(=C(C=C21)O)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+]
6274,77117,Inactive,0,100.0,154.3,27.3,26.1,7,2,3,4,C(CSCCS)S
6275,20812,Inactive,0,100.0,157.55,50.2,140.0,10,1,3,1,C1=CC(=NC(=C1)Cl)C(=O)O
6276,31352,Inactive,0,100.0,254.28,131.0,153.0,17,6,7,10,C(C(CO)(CO)COCC(CO)(CO)CO)O
6277,70916,Inactive,0,100.0,226.27,52.6,304.0,16,0,4,8,CC(CCOC(=O)C(=C)C)OC(=O)C(=C)C
6278,69229,Inactive,0,100.0,182.18,81.1,181.0,13,1,4,2,CCOC1=CC(=C(C=C1)N)[N+](=O)[O-]
6279,2723869,Inactive,0,100.0,116.15,94.5,128.0,7,3,1,0,C1(=NC(=S)NN1)N
6280,75557,Inactive,0,100.0,298.29,77.3,350.0,22,0,4,6,C1=CC=C(C=C1)COC(=O)N=NC(=O)OCC2=CC=CC=C2
6281,160138,Inactive,0,100.0,196.29,40.5,228.0,14,2,2,2,C1CC2C3CC(C2C1CO)CC3CO
6282,85505,Inactive,0,100.0,185.56,62.9,192.0,12,0,3,1,C1=CC(=C(C=C1C=O)[N+](=O)[O-])Cl
6283,16834,Inactive,0,100.0,309.4,64.9,376.0,23,1,5,4,C1CCOC(C1)N2C=NC3=C(N=CN=C32)NCC4=CC=CC=C4
6284,76382,Inactive,0,100.0,144.21,40.5,115.0,10,2,2,0,CC1(C(C(C1O)(C)C)O)C
6285,14569,Inactive,0,100.0,183.25,12.0,161.0,14,1,1,2,CC1=CC(=CC=C1)NC2=CC=CC=C2
6286,39230,Inactive,0,100.0,342.1,81.4,417.0,22,0,5,4,COC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-]
6287,75821,Inactive,0,100.0,162.18,26.3,167.0,12,0,2,3,CC(=O)OC1=CC=C(C=C1)C=C
